audio_file,speaker,language,duration,text,source_audio_file,source_start,source_end,source_text,asr_language,asr_language_probability
wavs/lk_0001_tamil_business_question_001.wav,lk,tamil,5.5,"பர்ச்சியச் சடிஷ்சின், பர்ச்சியச் சடிஷ்சின், யார் ஏது அழுதுவிட்டு பார்க்கிறார்கள் ஐயோ.",wavs/lk_0001_tamil_business_question.wav,0.0,5.505,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
wavs/lk_0001_tamil_business_question_002.wav,lk,tamil,15.83,பிரச்ச்சில் இதுதானால் இந்தப் புருட்டு,wavs/lk_0001_tamil_business_question.wav,5.345,21.172,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
wavs/lk_0001_tamil_business_question_003.wav,lk,tamil,9.53,ஏஙென்று அவர் கிடுத்திக்க நான் வமடக்கூடமில்லை வீர்க்கிறேன் உங்களை தைத்தைக் காணமணமையில்லை chw FIN Six தைத்தைக்கும் கால Detective இரண்டும் வேண்டும் நீங்கள் இது கைந்தை இப்தப்படிக் கூறென்னால் நீங்கள் மன்னித்தில் செயல்கூட்ட்டேன்,wavs/lk_0001_tamil_business_question.wav,21.012,30.541,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
wavs/lk_0001_tamil_business_question_004.wav,lk,tamil,11.25,எனக்கு எந்தப் பிரச்சினையும் இல்லை. நான் உங்களுக்கு அழைத்து செய்துவிட்டேன் திருக்கும். உங்களுக்கு உங்களுக்கு என்ன தேவை என்றுதுப் பார்த்துக்கொள்ளும். அது நாங்கள் கருக்கும் உங்களுக்குத் தேவையிர் பண்ணிரும். உங்களுக்கு அலுவல் உங்களுக்குத் திருக்கும்.,wavs/lk_0001_tamil_business_question.wav,30.381,41.635,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
wavs/lk_0001_tamil_business_question_005.wav,lk,tamil,10.3,கரக்பசன்னுடைய இன்பொழுத்தை மட்டும் சேர்ப் பார்க்கிறீர்கள் என்றால் நன்றாக இருக்கும். காண்பெர்ஸ் ருமக்கு உங்களுக்கு தீவித் தேவுனால் எல்லோ கமர்ஷில் திஸ்பில் ஏதாவது வேண்டுமா?,wavs/lk_0001_tamil_business_question.wav,41.475,51.778,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
wavs/lk_0001_tamil_business_question_006.wav,lk,tamil,7.16,உங்கள் உங்களுடைய முதல் செய்தியில் உங்களுடைய கண்டியில் செய்து,wavs/lk_0001_tamil_business_question.wav,51.618,58.779,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
wavs/lk_0001_tamil_business_question_007.wav,lk,tamil,18.16,"திவில்லை பார்த்து நம் வாய்விலியாகச் சொல்கிறோர்களுக்கு அவர்களுக்கு திவியாகச் செய்துக்கொள்ளாம் யாராக ஒருவர் செய்துக்கொள்ளாம் என்றால் மிகவும் சீக்கிரமாக, மிகவும் ஏசியாகப் புரியும் இந்த மாறிப்பு தேவைக் கொள்ளலாம்",wavs/lk_0001_tamil_business_question.wav,58.619,76.779,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
wavs/lk_0001_tamil_business_question_008.wav,lk,tamil,9.59,நீங்கள் ஒரு திவியையை use பணிக்கலாம் எங்க திவியை நீங்கள் use பணிக்கலாம் டெய்லி ரொம்ப நேரம் கமேஷில் திச்சியை use பண்டுவதற்கு நல்லா இருக்கும்,wavs/lk_0001_tamil_business_question.wav,76.619,86.213,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
wavs/lk_0001_tamil_business_question_009.wav,lk,tamil,3.68,சும்பிலா வீவு செய்துகொண்டு இருக்கும் மாட்டுர்தான்,wavs/lk_0001_tamil_business_question.wav,86.053,89.735,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
wavs/lk_0001_tamil_business_question_010.wav,lk,tamil,9.59,சம்பள விஇங்க்க நிரமல் விறையெடுத்துக்கலாம் abajo பிரச்சியமானத்தாரும் நாங்கள் தீயு அல்வான வீடிலில்ாய் வித்துப் பண்டச் சென்றเส்். அதை உங்களுக்கு விஇllesல் வால் வ இருக்கும்.,wavs/lk_0001_tamil_business_question.wav,89.575,99.163,"purchase decision, purchase decision யார் held என்று பற்றாங்க sir purchase, இதுதான் இந்த பொருட்டுலலாம் purchase பண்ணவண்ணம் என்று யார் பார்க்கறது IT team separate ஆ இருக்கா, இல்லை admin team தான் பார்க்கறாங்கலா இந்த மாதிரி concerned person, அவங்க பேர் சொல்ல முடியுமா, அவங்க number கிணைக்குமா வமானம் பெறுத்துக்கொண்டான து executed சிகிர பண்ணீரும் 8 பங்குயின் பந்தம் சேர்ப்பு części கண்கார்வாgende் அமக்கு உங்களுக்கு TV தேவையும்னால் எல்லாம் commercial display ஏதாவது வேண்டுமா உங்கள் உங்களோட employees, உங்களோட labour கெல்லாம் train பண்றதுக்கு TVல பாத்து நம்ம வயவலியா சொல்லும் நம்ம வேணவாசியா வயல சொல்றதோட அவங்களுக்கு TVயா செஞ்சு காமிச்சா யாரோ ஒருவர் செஞ்சு காமிச்சானா காங்கறுள்ளாக நான் மிகவும் சீக்கிரமா Please subscribe my channel devastating திவையற்கு就是說 இங்கயும்ays ار் தெரிய வேண்டும் நீங்க திவையற்கு சற்று இருக்கு�்கும் நல்ல chefs சின்பல் குறிந்த 좋아 சின்பல் uncover சின்பல் குறிந்த இப்பு சிம்பலான உங்க video conferencing குலாம் video conferencing, video talk, zoomல பேசுறது அதெல்லாம் உங்குளுக்கு சிம்பலா முடிஞ்சிரும் சிம்பல் திவில, commercial displayல நீங்க இந்த மாதிரி basically ரொம்ப நேரம் நீங்க அந்த commercial display use பணிக்கலாம் வேறு இடத்துகளை உங்களுக்கு ஏதான் தேவை இருந்துனா ஏதான் requirement இருந்தால் கண்டிப்பா ஷேர் பணுங்க நான் உங்களுக்கு அது கேட்த மாதிரி suitable model வந்து suggest பண்றேன் அதுக்கு rateம் கண்டிப்பா சொல்றேன் அது நீங்க பாத்து எடுத்துக்கொள்ங்க ரொம்ப நன்றி ஐயா",ta,1.0
